Sr_no,DeviceId,TimeSent,DateSent,Receive_Time,Receive_Date,BatteryStatus,ChargingStatus,ChargingSupply,NetworkStatus,date_time_imei,TableTimeStamp,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Parameter11,Parameter12,Parameter13,Parameter14,Parameter15,Parameter16,Parameter17,Parameter18,Parameter19,Parameter20,Parameter21,Parameter22,Parameter23,Parameter24,Parameter25,Parameter26,Parameter27,Parameter28,Parameter29,Parameter30,Parameter31,Parameter32,Parameter33,Parameter34,Parameter35,Parameter36,Parameter37,Parameter38,Parameter39,Parameter40,Parameter41,Parameter42,Parameter43,Parameter44,Parameter45,Parameter46,Parameter47,Parameter48,Parameter49,Parameter50,Parameter51,Parameter52,Parameter53,Parameter54,Parameter55,Parameter56,Parameter57,Parameter58,Parameter59,Parameter60,Parameter61,Parameter62,Parameter63,Parameter64,Parameter65,Parameter66,Parameter67,Parameter68,Parameter69,Parameter70,Parameter71,Parameter72,Parameter73,Parameter74,Parameter75,Parameter76,Parameter77,Parameter78,Parameter79,Parameter80,Parameter81,Parameter82,Parameter83,Parameter84,Parameter85,Parameter86,Parameter87,Parameter88,Parameter89,Parameter90,Parameter91,Parameter92,Parameter93,Parameter94,Parameter95,Parameter96,Parameter97,Parameter98,Parameter99,Parameter100,Parameter101,Parameter102,Parameter103,Parameter104,Parameter105,Parameter106,Parameter107,Parameter108,Parameter109,Parameter110,Parameter111,Parameter112,Parameter113,Parameter114,Parameter115,Parameter116,Parameter117,Parameter118,Parameter119,Parameter120,Parameter121,Parameter122,Parameter123,Parameter124,Parameter125,Parameter126,Parameter127,Parameter128,Parameter129,Parameter130,Parameter131,Parameter132,Parameter133,Parameter134,Parameter135,Parameter136,Parameter137,Parameter138,Parameter139,Parameter140,Parameter141,Parameter142,Parameter143,Parameter144,Parameter145,Parameter146,Parameter147,Parameter148,Parameter149,Parameter150,Parameter151,Parameter152,Parameter153,Parameter154,Parameter155,Parameter156,Parameter157,Parameter158,Parameter159,Parameter160,Parameter161,Parameter162,Parameter163,Parameter164,Parameter165,Parameter166,Parameter167,Parameter168,Parameter169,Parameter170,Parameter171,Parameter172,Parameter173,Parameter174,Parameter175,Parameter176
194259,"200011524029641","14:10:04","2020-02-04","14:10:46","2020-02-04",4,1,1,2,"2020-2-4 14:10:4 200011524029641","2020-02-04T14:10:04.000Z",1.5,3.6,28.3,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194258,"200011524029641","14:08:04","2020-02-04","14:08:46","2020-02-04",4,1,1,3,"2020-2-4 14:8:4 200011524029641","2020-02-04T14:08:04.000Z",1.4,3.6,28.2,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194257,"200011524029641","14:06:04","2020-02-04","14:06:46","2020-02-04",4,1,1,3,"2020-2-4 14:6:4 200011524029641","2020-02-04T14:06:04.000Z",1.5,3.6,28.1,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194256,"200011524029641","14:04:04","2020-02-04","14:04:46","2020-02-04",4,1,1,3,"2020-2-4 14:4:4 200011524029641","2020-02-04T14:04:04.000Z",1.4,3.3,28,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194255,"200011524029641","14:02:04","2020-02-04","14:02:46","2020-02-04",4,1,1,2,"2020-2-4 14:2:4 200011524029641","2020-02-04T14:02:04.000Z",1.5,3.1,27.8,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194254,"200011524029641","14:00:04","2020-02-04","14:00:46","2020-02-04",4,1,1,3,"2020-2-4 14:0:4 200011524029641","2020-02-04T14:00:04.000Z",1.4,3.6,27.8,24,0,0,0,0,0,0,1,1,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194253,"200011524029641","13:58:04","2020-02-04","13:58:46","2020-02-04",4,1,1,2,"2020-2-4 13:58:4 200011524029641","2020-02-04T13:58:04.000Z",1.4,3.5,27.7,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194252,"200011524029641","13:56:03","2020-02-04","13:56:46","2020-02-04",4,1,1,2,"2020-2-4 13:56:3 200011524029641","2020-02-04T13:56:03.000Z",1.6,3.6,27.6,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194251,"200011524029641","13:54:03","2020-02-04","13:54:46","2020-02-04",4,1,1,2,"2020-2-4 13:54:3 200011524029641","2020-02-04T13:54:03.000Z",1.6,3.4,27.5,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194250,"200011524029641","13:52:03","2020-02-04","13:52:46","2020-02-04",4,1,1,2,"2020-2-4 13:52:3 200011524029641","2020-02-04T13:52:03.000Z",1.6,3.2,27.3,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194249,"200011524029641","13:50:03","2020-02-04","13:50:46","2020-02-04",4,1,1,2,"2020-2-4 13:50:3 200011524029641","2020-02-04T13:50:03.000Z",1.7,3.1,27.2,24,0,0,0,0,0,0,1,1,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194248,"200011524029641","13:48:03","2020-02-04","13:48:46","2020-02-04",4,1,1,3,"2020-2-4 13:48:3 200011524029641","2020-02-04T13:48:03.000Z",1.9,3.1,27.1,24,0,0,0,0,0,0,1,1,1,0,1,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194247,"200011524029641","13:46:03","2020-02-04","13:46:46","2020-02-04",4,1,1,3,"2020-2-4 13:46:3 200011524029641","2020-02-04T13:46:03.000Z",2,3.2,26.9,24,0,0,0,0,0,0,1,1,1,0,1,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194246,"200011524029641","13:44:03","2020-02-04","13:44:46","2020-02-04",4,1,1,3,"2020-2-4 13:44:3 200011524029641","2020-02-04T13:44:03.000Z",1.9,3.4,26.7,24,0,0,0,0,0,0,1,1,1,0,1,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194245,"200011524029641","13:42:03","2020-02-04","13:42:46","2020-02-04",4,1,1,3,"2020-2-4 13:42:3 200011524029641","2020-02-04T13:42:03.000Z",1.7,3.5,26.6,24,0,0,0,0,0,0,1,1,1,0,1,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194244,"200011524029641","13:40:03","2020-02-04","13:40:46","2020-02-04",4,1,1,3,"2020-2-4 13:40:3 200011524029641","2020-02-04T13:40:03.000Z",1.6,3.9,26.5,24,0,0,0,0,0,0,1,1,1,0,1,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194243,"200011524029641","13:38:03","2020-02-04","13:38:46","2020-02-04",4,1,1,3,"2020-2-4 13:38:3 200011524029641","2020-02-04T13:38:03.000Z",1.5,3.9,26.4,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194242,"200011524029641","13:36:03","2020-02-04","13:36:46","2020-02-04",4,1,1,2,"2020-2-4 13:36:3 200011524029641","2020-02-04T13:36:03.000Z",1.6,3.6,26.3,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194241,"200011524029641","13:34:03","2020-02-04","13:34:46","2020-02-04",4,1,1,3,"2020-2-4 13:34:3 200011524029641","2020-02-04T13:34:03.000Z",1.5,3.6,26.1,25,0,0,0,0,0,0,1,1,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194240,"200011524029641","13:32:03","2020-02-04","13:32:46","2020-02-04",4,1,1,3,"2020-2-4 13:32:3 200011524029641","2020-02-04T13:32:03.000Z",1.6,3.5,26,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194239,"200011524029641","13:30:03","2020-02-04","13:30:46","2020-02-04",4,1,1,3,"2020-2-4 13:30:3 200011524029641","2020-02-04T13:30:03.000Z",1.5,3.8,25.9,25,0,0,0,0,0,0,1,1,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194238,"200011524029641","13:28:03","2020-02-04","13:28:46","2020-02-04",4,1,1,3,"2020-2-4 13:28:3 200011524029641","2020-02-04T13:28:03.000Z",1.5,3.8,25.7,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194237,"200011524029641","13:26:03","2020-02-04","13:26:46","2020-02-04",4,1,1,3,"2020-2-4 13:26:3 200011524029641","2020-02-04T13:26:03.000Z",1.6,3.6,25.6,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194236,"200011524029641","13:24:03","2020-02-04","13:24:46","2020-02-04",4,1,1,3,"2020-2-4 13:24:3 200011524029641","2020-02-04T13:24:03.000Z",1.6,3.4,25.5,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194235,"200011524029641","13:22:03","2020-02-04","13:22:46","2020-02-04",4,1,1,3,"2020-2-4 13:22:3 200011524029641","2020-02-04T13:22:03.000Z",1.6,3.6,25.3,25,0,0,0,0,0,0,1,1,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194234,"200011524029641","13:20:03","2020-02-04","13:20:46","2020-02-04",4,1,1,2,"2020-2-4 13:20:3 200011524029641","2020-02-04T13:20:03.000Z",1.6,3.9,25.2,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194233,"200011524029641","13:18:03","2020-02-04","13:18:46","2020-02-04",4,1,1,3,"2020-2-4 13:18:3 200011524029641","2020-02-04T13:18:03.000Z",1.5,3.6,25,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194232,"200011524029641","13:16:03","2020-02-04","13:16:46","2020-02-04",4,1,1,3,"2020-2-4 13:16:3 200011524029641","2020-02-04T13:16:03.000Z",1.5,3.5,24.8,25,0,0,0,0,0,0,1,0,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194231,"200011524029641","13:14:03","2020-02-04","13:14:46","2020-02-04",4,1,1,3,"2020-2-4 13:14:3 200011524029641","2020-02-04T13:14:03.000Z",1.5,3.8,24.7,25,0,0,0,0,0,0,1,1,0,0,0,1,2193,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
